pid,label,company,_date,decade,commentary,object_type,source,source_name,order,layout,collection,thumbnail,manifest
obj91,Univac 9400 System Page 7,Sperry Rand Corporation. Univac Data Processing Division,1969,60s,,brochure,univac_9400_1969_Page_07,,90,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj91/full/250,/0/default.jpg",/img/derivatives/iiif/obj91/manifest.json
obj92,Univac 9400 System Page 8,Sperry Rand Corporation. Univac Data Processing Division,1969,60s,,brochure,univac_9400_1969_Page_08,,91,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj92/full/250,/0/default.jpg",/img/derivatives/iiif/obj92/manifest.json
obj93,Univac 9400 System Page 9,Sperry Rand Corporation. Univac Data Processing Division,1969,60s,,brochure,univac_9400_1969_Page_09,,92,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj93/full/250,/0/default.jpg",/img/derivatives/iiif/obj93/manifest.json
obj94,Univac 9400 System Page 10,Sperry Rand Corporation. Univac Data Processing Division,1969,60s,,brochure,univac_9400_1969_Page_10,,93,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj94/full/250,/0/default.jpg",/img/derivatives/iiif/obj94/manifest.json
obj95,Univac 9400 System Page 11,Sperry Rand Corporation. Univac Data Processing Division,1969,60s,,brochure,univac_9400_1969_Page_11,,94,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj95/full/250,/0/default.jpg",/img/derivatives/iiif/obj95/manifest.json
obj96,Univac 9400 System Page 12,Sperry Rand Corporation. Univac Data Processing Division,1969,60s,,brochure,univac_9400_1969_Page_12,,95,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj96/full/250,/0/default.jpg",/img/derivatives/iiif/obj96/manifest.json
obj97,Univac 9400 System Page 13,Sperry Rand Corporation. Univac Data Processing Division,1969,60s,,brochure,univac_9400_1969_Page_13,,96,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj97/full/250,/0/default.jpg",/img/derivatives/iiif/obj97/manifest.json
obj98,Univac 9400 System Page 14,Sperry Rand Corporation. Univac Data Processing Division,1969,60s,,brochure,univac_9400_1969_Page_14,,97,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj98/full/250,/0/default.jpg",/img/derivatives/iiif/obj98/manifest.json
obj99,Univac 9400 System Page 15,Sperry Rand Corporation. Univac Data Processing Division,1969,60s,,brochure,univac_9400_1969_Page_15,,98,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj99/full/250,/0/default.jpg",/img/derivatives/iiif/obj99/manifest.json
obj100,Univac 9400 System Page 16,Sperry Rand Corporation. Univac Data Processing Division,1969,60s,,brochure,univac_9400_1969_Page_16,,99,qatar_item,temp_collection,"/img/derivatives/iiif/images/obj100/full/250,/0/default.jpg",/img/derivatives/iiif/obj100/manifest.json
